Run,Assay Type,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,SRA Study,strain,subject_id
SRR6159109,AMPLICON,302,23542410,Thomas F. Gajewski,PRJNA399742,SAMN07774976,"Microbe\, viral or environmental",13379447,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270790,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M22,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_B,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P06_mouse
SRR6159110,AMPLICON,302,15472064,Thomas F. Gajewski,PRJNA399742,SAMN07774976,"Microbe\, viral or environmental",8667450,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270789,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M21,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_B,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P06_mouse
SRR6159111,AMPLICON,302,18395122,Thomas F. Gajewski,PRJNA399742,SAMN07774976,"Microbe\, viral or environmental",10405780,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270788,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M24,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_B,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P06_mouse
SRR6159112,AMPLICON,302,14849340,Thomas F. Gajewski,PRJNA399742,SAMN07774976,"Microbe\, viral or environmental",8314006,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270787,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M23,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_B,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P06_mouse
SRR6159113,AMPLICON,302,22254682,Thomas F. Gajewski,PRJNA399742,SAMN07774977,"Microbe\, viral or environmental",12815166,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270786,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M30,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_C,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P34_mouse
SRR6159114,AMPLICON,302,18809768,Thomas F. Gajewski,PRJNA399742,SAMN07774976,"Microbe\, viral or environmental",10634376,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270785,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M29,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_B,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P06_mouse
SRR6159115,AMPLICON,302,35179074,Thomas F. Gajewski,PRJNA399742,SAMN07774981,"Microbe\, viral or environmental",19663002,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270784,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M09,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_TAC,"stool-isolated microbes\, uncultured",SRP116709,not applicable,control_mouse
SRR6159116,AMPLICON,302,15898488,Thomas F. Gajewski,PRJNA399742,SAMN07774975,"Microbe\, viral or environmental",9031724,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270783,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M10,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_A,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P28_mouse
SRR6159117,AMPLICON,302,34180058,Thomas F. Gajewski,PRJNA399742,SAMN07774981,"Microbe\, viral or environmental",19759689,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270782,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M05,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_TAC,"stool-isolated microbes\, uncultured",SRP116709,not applicable,control_mouse
SRR6159118,AMPLICON,302,27349422,Thomas F. Gajewski,PRJNA399742,SAMN07774981,"Microbe\, viral or environmental",15782761,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270781,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M06,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_TAC,"stool-isolated microbes\, uncultured",SRP116709,not applicable,control_mouse
SRR6159119,AMPLICON,302,39002092,Thomas F. Gajewski,PRJNA399742,SAMN07774981,"Microbe\, viral or environmental",22562539,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270780,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M07,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_TAC,"stool-isolated microbes\, uncultured",SRP116709,not applicable,control_mouse
SRR6159120,AMPLICON,302,34809728,Thomas F. Gajewski,PRJNA399742,SAMN07774981,"Microbe\, viral or environmental",20005878,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270779,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M08,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_TAC,"stool-isolated microbes\, uncultured",SRP116709,not applicable,control_mouse
SRR6159121,AMPLICON,302,20273260,Thomas F. Gajewski,PRJNA399742,SAMN07774981,"Microbe\, viral or environmental",11849493,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270778,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M01,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_TAC,"stool-isolated microbes\, uncultured",SRP116709,not applicable,control_mouse
SRR6159122,AMPLICON,302,31512794,Thomas F. Gajewski,PRJNA399742,SAMN07774981,"Microbe\, viral or environmental",18215985,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270777,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M02,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_TAC,"stool-isolated microbes\, uncultured",SRP116709,not applicable,control_mouse
SRR6159123,AMPLICON,302,31169722,Thomas F. Gajewski,PRJNA399742,SAMN07774981,"Microbe\, viral or environmental",18154965,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270776,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M03,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_TAC,"stool-isolated microbes\, uncultured",SRP116709,not applicable,control_mouse
SRR6159124,AMPLICON,302,27630282,Thomas F. Gajewski,PRJNA399742,SAMN07774981,"Microbe\, viral or environmental",15755144,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270775,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M04,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_TAC,"stool-isolated microbes\, uncultured",SRP116709,not applicable,control_mouse
SRR6159125,AMPLICON,302,17533214,Thomas F. Gajewski,PRJNA399742,SAMN07774977,"Microbe\, viral or environmental",9944512,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270774,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M37,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_C,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P34_mouse
SRR6159126,AMPLICON,302,28078752,Thomas F. Gajewski,PRJNA399742,SAMN07774977,"Microbe\, viral or environmental",16236397,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270773,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M38,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_C,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P34_mouse
SRR6159127,AMPLICON,302,22102474,Thomas F. Gajewski,PRJNA399742,SAMN07774977,"Microbe\, viral or environmental",12798800,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270772,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M35,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_C,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P34_mouse
SRR6159128,AMPLICON,302,20781828,Thomas F. Gajewski,PRJNA399742,SAMN07774977,"Microbe\, viral or environmental",11665886,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270771,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M36,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_C,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P34_mouse
SRR6159129,AMPLICON,302,17022532,Thomas F. Gajewski,PRJNA399742,SAMN07774977,"Microbe\, viral or environmental",9668295,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270770,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M33,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_C,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P34_mouse
SRR6159130,AMPLICON,302,25777814,Thomas F. Gajewski,PRJNA399742,SAMN07774977,"Microbe\, viral or environmental",14773517,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270769,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M34,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_C,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P34_mouse
SRR6159131,AMPLICON,302,19496516,Thomas F. Gajewski,PRJNA399742,SAMN07774977,"Microbe\, viral or environmental",11091380,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270768,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M31,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_C,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P34_mouse
SRR6159132,AMPLICON,302,16983876,Thomas F. Gajewski,PRJNA399742,SAMN07774977,"Microbe\, viral or environmental",9410045,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270767,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M32,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_C,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P34_mouse
SRR6159133,AMPLICON,302,18453710,Thomas F. Gajewski,PRJNA399742,SAMN07774977,"Microbe\, viral or environmental",10580835,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270766,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M39,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_C,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P34_mouse
SRR6159134,AMPLICON,302,26698008,Thomas F. Gajewski,PRJNA399742,SAMN07774978,"Microbe\, viral or environmental",15427678,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270765,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M40,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_D,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P21_mouse
SRR6159135,AMPLICON,302,24522400,Thomas F. Gajewski,PRJNA399742,SAMN07774978,"Microbe\, viral or environmental",14331080,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270764,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M44,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_D,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P21_mouse
SRR6159136,AMPLICON,302,18667526,Thomas F. Gajewski,PRJNA399742,SAMN07774978,"Microbe\, viral or environmental",10846972,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270763,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M43,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_D,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P21_mouse
SRR6159137,AMPLICON,302,25578796,Thomas F. Gajewski,PRJNA399742,SAMN07774978,"Microbe\, viral or environmental",15054161,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270762,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M42,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_D,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P21_mouse
SRR6159138,AMPLICON,302,20708140,Thomas F. Gajewski,PRJNA399742,SAMN07774978,"Microbe\, viral or environmental",12026337,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270761,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M41,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_D,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P21_mouse
SRR6159139,AMPLICON,302,25155090,Thomas F. Gajewski,PRJNA399742,SAMN07774978,"Microbe\, viral or environmental",14515148,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270760,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M48,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_D,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P21_mouse
SRR6159140,AMPLICON,302,26252860,Thomas F. Gajewski,PRJNA399742,SAMN07774978,"Microbe\, viral or environmental",15279608,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270759,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M47,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_D,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P21_mouse
SRR6159141,AMPLICON,302,17684214,Thomas F. Gajewski,PRJNA399742,SAMN07774978,"Microbe\, viral or environmental",10109700,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270758,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M46,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_D,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P21_mouse
SRR6159142,AMPLICON,302,19091534,Thomas F. Gajewski,PRJNA399742,SAMN07774978,"Microbe\, viral or environmental",10970307,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270757,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M45,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_D,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P21_mouse
SRR6159143,AMPLICON,302,28590642,Thomas F. Gajewski,PRJNA399742,SAMN07774975,"Microbe\, viral or environmental",16988039,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270756,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M50,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_A,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P28_mouse
SRR6159144,AMPLICON,302,29020992,Thomas F. Gajewski,PRJNA399742,SAMN07774975,"Microbe\, viral or environmental",17565887,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270755,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M49,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_A,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P28_mouse
SRR6159145,AMPLICON,302,29057232,Thomas F. Gajewski,PRJNA399742,SAMN07774975,"Microbe\, viral or environmental",17568808,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270754,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M59,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_A,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P28_mouse
SRR6159146,AMPLICON,302,28401590,Thomas F. Gajewski,PRJNA399742,SAMN07774976,"Microbe\, viral or environmental",17089245,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270753,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M60,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_B,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P06_mouse
SRR6159147,AMPLICON,302,33412374,Thomas F. Gajewski,PRJNA399742,SAMN07774975,"Microbe\, viral or environmental",20470768,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270752,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M55,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_A,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P28_mouse
SRR6159148,AMPLICON,302,25486384,Thomas F. Gajewski,PRJNA399742,SAMN07774975,"Microbe\, viral or environmental",15326787,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270751,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M56,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_A,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P28_mouse
SRR6159149,AMPLICON,302,17004714,Thomas F. Gajewski,PRJNA399742,SAMN07774975,"Microbe\, viral or environmental",10302032,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270750,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M57,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_A,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P28_mouse
SRR6159150,AMPLICON,302,30370932,Thomas F. Gajewski,PRJNA399742,SAMN07774975,"Microbe\, viral or environmental",18183366,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270749,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M58,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_A,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P28_mouse
SRR6159151,AMPLICON,302,28919218,Thomas F. Gajewski,PRJNA399742,SAMN07774975,"Microbe\, viral or environmental",17197883,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270748,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M51,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_A,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P28_mouse
SRR6159152,AMPLICON,302,49409616,Thomas F. Gajewski,PRJNA399742,SAMN07774975,"Microbe\, viral or environmental",29654443,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270747,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M52,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_A,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P28_mouse
SRR6159153,AMPLICON,302,23836256,Thomas F. Gajewski,PRJNA399742,SAMN07774975,"Microbe\, viral or environmental",14453913,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270746,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M53,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_A,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P28_mouse
SRR6159154,AMPLICON,302,29155382,Thomas F. Gajewski,PRJNA399742,SAMN07774975,"Microbe\, viral or environmental",17531335,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270745,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M54,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_A,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P28_mouse
SRR6159155,AMPLICON,302,28073316,Thomas F. Gajewski,PRJNA399742,SAMN07774979,"Microbe\, viral or environmental",17086647,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270744,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M76,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_E,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P09_mouse
SRR6159156,AMPLICON,302,19786738,Thomas F. Gajewski,PRJNA399742,SAMN07774976,"Microbe\, viral or environmental",11571237,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270743,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M69,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_B,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P06_mouse
SRR6159157,AMPLICON,302,33691120,Thomas F. Gajewski,PRJNA399742,SAMN07774976,"Microbe\, viral or environmental",20329691,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270742,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M62,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_B,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P06_mouse
SRR6159158,AMPLICON,302,29953870,Thomas F. Gajewski,PRJNA399742,SAMN07774976,"Microbe\, viral or environmental",18041347,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270741,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M61,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_B,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P06_mouse
